,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins(%),best_of_5_wins(%),num_win_bye,num_win_wo_ret,num_win_def,num_wo_ret,num_def,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,tot_minutes,height,birthdate,sv1st_win%,df%,ace_perc,bpS_perc
712,Jurgen Melzer,M,AUT,103781.0,L,126,1245,77,4,57,25,0,1,0,4,0,23,13,29,19,24,12,5,1,-1,-1,-1,-1,7496.2300546154875,183.0,01/06/1981,57.26415422625883,3.0390123456790126,5.44,59.11
713,Yshai Oliel,M,ISR,200075.0,L,394,940,21,1,33,0,0,0,0,0,0,-1,-1,3,-1,13,5,1,-1,1,-1,4,2,1870.0,181.5,11/01/2000,65.02463054187191,3.282275711159737,4.38,58.99
714,Khumoun Sultanov,U,UZB,126939.0,R,306,990,66,0,50,0,0,0,0,0,0,2,-1,1,-1,26,16,27,14,2,1,8,2,5994.604845170577,181.29,03/11/1998,68.14066156324597,4.457240129289254,7.16,64.46
715,Gerardo Lopez Villasenor,M,MEX,126204.0,U,505,1772,28,1,39,0,0,0,0,0,0,-1,-1,1,-1,11,5,10,3,5,3,2,-1,2897.0,183.33,22/05/1995,68.45588235294117,4.050978607191625,4.87,61.98
716,Daniel Michalski,M,POL,207415.0,U,414,1591,21,0,52,0,0,1,0,0,0,-1,-1,-1,-1,3,2,6,3,3,2,9,4,1993.5186520869834,191.14,18/01/2000,65.23994811932555,3.303964757709251,1.91,52.94
717,Adrian Ungur,M,ROU,104494.0,R,182,678,64,5,45,40,0,2,0,1,0,42,17,23,13,4,1,-1,-1,-1,-1,-1,-1,6549.376284140511,178.0,02/02/1985,59.63689635326741,3.9141820784332855,2.69,56.69
718,Edris Fetisleam,M,ROU,202210.0,U,1167,1167,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,48.0,186.8,03/08/1999,77.27272727272727,4.761904761904762,-1.0,-1.0
719,Jeson Patrombon,M,PHI,106150.0,R,1112,1570,8,3,25,33,0,0,0,0,0,4,2,1,-1,3,1,1,-1,2,-1,-1,-1,1151.6310018127397,178.0,01/04/1993,47.907647907647906,3.107019562715765,2.69,58.82
720,Francisco Llanes,M,URU,208028.0,U,0,0,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,342.0,180.0,26/04/2002,58.82352941176471,1.7094017094017095,0.43,42.31
721,Joao Monteiro,M,POR,122368.0,U,247,1915,22,0,22,0,0,0,0,0,0,-1,-1,3,-1,16,5,1,-1,2,-1,-1,-1,2302.0,179.8,30/12/1993,60.74856046065259,3.0393325387365913,2.92,60.67
722,Frederico Gil,M,POR,104523.0,R,371,667,14,0,28,0,0,0,0,1,0,-1,-1,4,2,5,1,5,1,-1,-1,-1,-1,1092.140437157195,178.0,24/03/1985,62.708333333333336,3.237410071942446,3.96,56.82
723,Daniel Gimeno Traver,M,ESP,104593.0,R,91,806,198,1,48,0,0,5,0,6,0,66,36,22,10,64,37,46,14,-1,-1,1,-1,19361.95010318029,185.0,12/08/1985,63.13085182752669,6.103661373093054,3.12,57.16
724,Daniel Masur,M,GER,109054.0,R,202,407,259,2,51,50,0,4,0,1,0,41,25,37,13,61,35,63,30,24,13,35,18,24741.951111090373,187.44,16/06/1994,69.259822435866,4.663576576973327,6.93,62.32
725,Marko Miladinovic,M,SRB,202327.0,U,509,898,9,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,4,2,-1,-1,2,-1,857.0,186.8,11/12/2000,59.876543209876544,1.8803418803418803,4.27,53.52
726,Jeremy Jahn,M,GER,105514.0,R,202,469,140,0,48,0,0,3,0,5,0,28,14,42,17,44,23,23,13,-1,-1,3,1,13106.814535511732,180.0,06/04/1990,67.0511319281811,4.638378974821948,4.53,62.55
727,Jordi Samper Montana,M,ESP,105515.0,U,180,483,91,1,41,0,0,2,0,0,0,48,21,16,2,24,15,4,-1,-1,-1,-1,-1,9145.190819652244,182.65,06/04/1990,57.07728191929405,3.3419526430497575,2.62,55.96
728,Joris De Loore,M,BEL,106167.0,R,174,437,148,2,58,0,0,3,0,3,0,49,27,44,23,57,37,-1,-1,-1,-1,-1,-1,14708.623278655632,173.67,21/04/1993,69.04521625163827,3.2629996994289145,10.41,63.75
729,Mariana Duque Marino,F,COL,201531.0,R,74,923,143,0,54,0,0,1,0,0,0,41,18,55,33,47,27,-1,-1,-1,-1,-1,-1,13503.009265214012,162.0,18/08/1989,39.168414057631196,3.7800477591053503,1.83,52.91
730,Jan Choinski,M,GER,123828.0,R,234,609,125,0,46,0,0,4,0,3,0,10,4,15,9,47,18,53,27,-1,-1,-1,-1,11141.097340615397,187.44,17/06/1996,64.58887218045112,2.8013397129186606,4.26,57.38
731,Maryna Zanevska,F,UKR,202628.0,R,105,744,271,0,59,0,0,4,0,17,0,58,38,48,22,42,22,56,33,22,15,45,32,24454.59244641079,173.75,30/08/1993,15.996894473076962,2.024835973175456,2.89,55.57
732,Julia Grabher,F,AUT,211814.0,R,186,486,320,0,60,0,0,5,0,5,0,71,46,69,44,52,31,64,39,23,10,41,23,27635.385961773747,165.0,08/07/1996,6.927015867875648,0.975659229208925,1.74,50.51
733,Deborah Chiesa,F,ITA,211328.0,R,143,1125,234,0,55,0,0,5,0,1,0,60,40,59,38,57,27,51,21,1,-1,6,3,20822.639137389055,166.83,20/06/1996,6.161031029682518,0.24227740763173833,3.04,52.94
734,Margot Yerolymos,F,FRA,214220.0,U,308,709,279,0,56,0,0,4,0,5,0,76,53,37,18,38,23,62,33,32,19,34,13,22346.558712163307,173.36,20/04/1997,1.1189345559740187,0.13933331411494518,2.41,45.83
735,Harmony Tan,F,FRA,211552.0,R,134,610,275,0,54,0,0,9,0,17,0,60,37,56,27,32,13,60,33,33,19,34,20,21734.24248897421,173.36,17/09/1997,11.710993232119991,0.6756624771891947,2.43,51.99
736,Francesca Schiavone,F,ITA,201212.0,R,71,843,86,0,48,0,0,1,0,2,0,33,17,41,22,12,3,-1,-1,-1,-1,-1,-1,8140.996053390558,166.0,29/06/1980,56.48398113514392,6.247843987581369,2.95,52.2
737,Grace Min,F,USA,202479.0,R,127,476,241,0,56,0,0,5,0,0,0,71,45,33,14,44,23,36,22,25,14,32,18,20985.521699641402,173.18,06/05/1994,12.843083489705842,0.5320090814863772,1.39,53.5
738,Miliaan Niesten,M,NED,105172.0,U,553,1217,52,0,46,0,0,0,0,1,0,6,2,19,12,21,9,4,1,1,-1,1,-1,4478.0,190.25,03/07/1988,59.50057405281286,3.850530692635956,1.42,57.52
739,Max Purcell,M,AUS,126845.0,R,190,1453,212,1,50,0,0,5,0,5,0,13,10,40,19,49,21,68,37,17,5,26,15,19927.67216756526,187.42,04/04/1998,70.1033556894359,3.2659165996964017,8.83,61.9
740,Katarzyna Piter,F,POL,201565.0,R,210,391,216,0,47,0,0,4,0,1,0,62,30,43,19,50,24,47,25,9,4,5,-1,19311.272859367884,173.5,16/02/1991,11.441897802136964,0.7341139563726564,2.27,53.28
741,Sviatlana Pirazhenka,F,BLR,203441.0,R,441,916,147,0,53,0,0,2,0,0,0,50,29,33,20,37,18,25,10,2,1,-1,-1,12405.227613503546,177.25,17/09/1992,1.6507076764355033,0.1249024199843872,0.98,50.0
742,Victoria Duval,F,USA,202497.0,R,199,896,112,0,53,0,0,2,0,2,0,4,-1,37,24,32,13,22,13,-1,-1,17,10,9389.625743591734,173.18,03/12/1995,13.758319467554077,1.585642618251314,1.34,48.59
743,Tim Puetz,M,GER,105047.0,R,278,699,76,0,56,0,0,1,0,2,0,12,8,34,22,22,12,6,-1,-1,-1,2,1,7226.0,187.44,22/11/1987,73.79751580310439,5.35121127083214,10.07,68.69
744,Ergi Kirkin,M,TUR,144985.0,R,383,887,41,0,39,0,0,0,0,0,0,1,-1,-1,-1,8,3,5,2,9,4,18,7,4402.0,190.0,30/01/1999,64.2656162070906,4.477611940298507,3.55,64.27
745,Alessandro Bega,M,ITA,105692.0,R,259,404,150,0,37,0,0,2,0,1,0,28,12,30,11,34,13,35,14,8,2,15,4,13120.80145719065,185.71,14/01/1991,63.93084835522965,3.7993187347931876,2.24,58.04
746,Katy Dunne,F,GBR,203591.0,R,212,361,201,0,52,0,0,6,0,8,0,51,28,50,25,52,26,25,13,23,14,-1,-1,16750.42628981527,177.71,19/02/1995,4.000510269166986,0.432663566079987,2.95,52.52
747,Andrea Hlavackova,F,CZE,201599.0,R,160,825,43,0,46,0,0,0,0,2,0,28,13,10,5,5,2,-1,-1,-1,-1,-1,-1,4038.7731996974326,174.0,15/08/1986,50.39963569555454,4.3654126483052895,4.48,53.28
748,Lloyd Glasspool,M,GBR,106266.0,U,282,591,129,0,48,0,0,2,0,3,0,40,19,36,22,26,11,23,10,4,1,-1,-1,10645.434389792666,183.43,24/11/1993,71.02824078694924,4.395206639347441,11.21,66.37
749,Alexander Ward,M,GBR,105528.0,U,242,869,68,3,47,33,0,0,0,1,0,20,11,34,17,17,5,-1,-1,-1,-1,-1,-1,6780.7845172910165,183.43,01/05/1990,65.45189060931465,4.660724063950306,6.73,70.26
750,Benjamin Bonzi,M,FRA,126127.0,R,94,821,204,10,53,50,0,6,0,4,0,5,3,33,18,53,23,32,11,31,20,60,40,19793.92394653813,186.96,09/06/1996,67.30010384215991,3.0563257052390056,6.04,64.09
751,Jing Jing Lu,F,CHN,201582.0,R,159,365,151,0,54,0,0,2,0,4,0,40,22,61,37,35,15,15,9,-1,-1,-1,-1,13263.649447209875,174.8,06/05/1989,13.390007892118176,1.5134559997064814,1.74,53.41
752,Jessica Pieri,F,ITA,213620.0,U,205,494,245,0,53,0,0,3,0,11,0,44,26,60,33,33,14,56,28,15,8,37,21,21432.068742723975,166.83,25/04/1997,4.840239125953412,0.20772353885374373,0.33,48.84
753,Mayo Hibi,F,JPN,206349.0,R,157,428,269,0,55,0,0,6,0,0,0,56,27,66,41,43,25,56,34,20,7,28,16,23549.570151347187,165.6,04/04/1996,12.5825659266865,0.5137421822757263,0.52,51.81
754,Barbara Haas,F,AUT,202482.0,R,133,511,308,0,60,0,0,4,0,5,0,62,41,59,35,70,42,74,47,17,8,26,13,28664.448888443047,165.0,21/03/1996,17.530710879334734,2.0590428813519615,1.64,50.57
755,Barbora Stefkova,F,CZE,211700.0,R,155,1109,134,0,58,0,0,5,0,2,0,55,34,18,10,38,20,23,15,-1,-1,-1,-1,11154.936283953873,175.79,04/04/1995,13.705903632735462,1.1199574194406865,3.22,49.77
756,Alex Rybakov,M,USA,126206.0,U,402,702,65,0,49,0,0,0,0,2,0,4,1,17,10,15,7,12,3,4,3,13,8,6290.0,186.52,01/02/1997,68.7133138004668,2.7848143963031045,5.9,68.64
757,Oriol Roca Batalla,M,ESP,106177.0,R,217,385,106,0,45,0,0,6,0,1,0,33,14,1,-1,13,6,40,18,11,6,8,4,10313.787370959486,182.65,01/05/1993,65.50540647025346,3.538032597485156,4.88,57.42
758,Jakub Paul,M,SUI,207605.0,R,571,1481,6,0,33,0,0,0,0,0,0,-1,-1,2,1,2,1,1,-1,-1,-1,1,-1,590.0,182.8,23/03/1999,73.61702127659574,6.911447084233262,4.1,67.39
759,Yann Marti,M,SUI,105161.0,R,315,1033,68,0,58,0,0,1,0,3,1,44,27,20,11,4,2,-1,-1,-1,-1,-1,-1,5726.4924954448215,173.0,08/06/1988,68.02588960112347,5.5403402926622745,4.21,57.54
760,Evan Song,M,USA,111765.0,U,314,722,104,0,46,0,0,2,0,1,0,1,-1,7,3,49,29,38,13,7,2,2,1,9973.589836060219,186.52,08/06/1992,65.47129357926362,2.425128787217323,5.63,64.11
761,Antoine Escoffier,M,FRA,105938.0,U,335,490,107,0,52,0,0,2,0,5,0,6,3,13,8,52,28,24,11,9,5,3,1,9743.844553732448,186.96,02/03/1992,68.95973154362416,5.157437567861021,5.93,57.86
762,Jared Hiltzik,M,USA,111582.0,U,352,678,97,0,50,0,0,2,0,0,0,16,8,23,12,42,22,16,7,-1,-1,-1,-1,9037.646010923097,186.52,08/07/1994,72.36500568517069,3.506409863673654,10.09,60.81
763,Alexa Guarachi,F,USA,203315.0,U,372,1357,81,0,41,0,0,0,0,0,0,8,4,35,16,28,13,9,1,-1,-1,1,-1,7235.962307093661,173.18,22/11/1990,15.883660281856606,1.8553658022348725,2.85,50.85
764,Louisa Chirico,F,USA,211635.0,R,59,1000,179,0,49,0,0,4,0,1,0,53,30,34,13,37,13,46,30,-1,-1,9,2,16067.39867614709,173.18,17/05/1996,26.850355263871563,2.4888732845237973,3.22,55.44
765,Vania King,F,USA,201447.0,R,75,1278,66,0,53,0,0,1,0,3,0,47,30,7,2,11,3,1,-1,-1,-1,-1,-1,5913.973406153982,165.0,05/03/1989,45.70141625882455,2.9278650053081523,2.37,62.27
766,Brandon Nakashima,M,USA,206909.0,R,86,942,112,4,62,50,0,0,0,0,0,2,1,-1,-1,4,1,23,16,37,23,50,31,11912.140437157195,186.52,03/08/2001,72.83694627709708,3.0366008544048033,7.16,63.0
767,Lorenzo Giustino,M,ITA,105841.0,R,128,444,283,3,44,33,0,8,0,5,0,48,19,42,16,50,26,66,34,35,16,45,15,30267.31809345747,185.71,16/09/1991,65.41405579867117,4.494541860708884,5.43,58.74
768,Collin Altamirano,M,USA,123768.0,R,268,1400,75,1,44,0,0,1,0,2,0,1,-1,3,1,22,13,40,17,9,2,1,-1,7252.013078321081,186.52,11/12/1995,68.36504353434376,3.5509524690216385,6.27,62.55
769,Sebastian Korda,M,USA,200624.0,R,45,1449,125,10,57,60,0,3,0,0,0,-1,-1,4,2,19,4,38,22,32,22,42,28,13183.140437157195,196.0,05/07/2000,69.15553719766855,3.6679588679588675,6.09,63.14
770,Bojana Jovanovski,F,SRB,201587.0,R,79,947,22,0,31,0,0,1,0,0,0,5,-1,-1,-1,17,7,-1,-1,-1,-1,-1,-1,1585.8518396856985,175.0,04/01/1992,23.663101604278076,3.0017152658662094,2.26,40.28
771,Gail Brodsky,F,USA,201530.0,R,281,956,40,0,55,0,0,1,0,1,0,-1,-1,2,1,25,16,13,5,-1,-1,-1,-1,3138.3308196055827,173.18,05/06/1991,4.573170731707317,0.4147465437788019,2.76,50.0
772,Lina Gjorcheska,F,MKD,211227.0,U,175,670,229,0,62,0,0,1,0,3,0,65,45,33,19,24,12,54,34,23,15,30,18,19409.682233930856,173.77,03/08/1994,3.259547096494289,0.12039095378149041,3.26,48.51
773,Patty Schnyder,F,SUI,200067.0,L,139,488,125,0,60,0,0,5,0,1,0,39,22,53,36,33,17,-1,-1,-1,-1,-1,-1,10615.74252560227,168.0,18/12/1978,12.388797364085665,0.5632247377139702,2.37,53.81
774,Jonathan Mridha,M,SWE,111197.0,R,524,1094,23,2,47,50,0,0,0,0,0,2,-1,6,3,10,5,5,3,-1,-1,2,1,2640.0,185.33,13/04/1995,69.0176322418136,3.2474226804123716,5.67,63.22
775,Martin Cuevas,M,URU,105899.0,R,276,582,126,2,48,50,0,5,0,1,0,12,7,16,9,57,31,32,13,7,2,4,-1,12618.544808729148,180.0,23/01/1992,69.52490366590294,5.303553713151928,7.74,60.46
776,Evgenii Tiurnev,U,RUS,126185.0,R,294,551,70,0,40,0,0,3,0,4,0,7,2,20,10,10,3,18,6,-1,-1,15,7,5647.0692531839595,176.2,10/04/1997,73.53058776489404,5.820928682514997,12.22,55.11
777,Yecong He,M,CHN,122606.0,U,520,844,61,0,31,0,0,3,0,1,0,14,5,7,3,23,8,17,3,-1,-1,-1,-1,5154.0,183.67,20/02/1994,61.106999469489075,3.0401907981811274,3.81,64.4
778,Vlada Koval,F,RUS,216134.0,R,339,1174,179,0,58,0,0,2,0,4,0,4,2,20,12,42,26,53,31,17,11,43,23,14082.18877918475,176.2,12/07/2001,0.9946859245128765,0.186219739292365,1.65,68.42
779,Sofya Lansere,F,RUS,216139.0,U,246,760,130,0,47,0,0,4,0,4,0,2,1,8,3,26,14,51,26,19,13,24,5,11537.221335460374,176.2,29/09/2000,4.519774011299435,0.8794389402204164,2.17,46.67
780,Eri Hozumi,F,JPN,205815.0,R,160,448,238,0,50,0,0,3,0,1,0,55,29,61,33,37,14,47,26,6,1,31,18,20638.450430637276,165.6,19/02/1994,11.50232930291498,0.6819349239244026,2.11,51.32
781,Su Jeong Jang,F,KOR,204294.0,R,120,456,271,0,57,0,0,6,0,2,0,73,46,58,33,55,27,51,25,8,4,24,19,24378.98281678246,173.77,15/03/1995,13.764873246959944,1.3180836402508278,1.94,54.84
782,Risa Ozaki,F,JPN,203552.0,R,70,826,220,0,47,0,0,3,0,0,0,59,38,57,22,48,21,52,23,3,1,-1,-1,19749.389945079904,165.6,12/04/1994,24.25408181618338,1.1300437156943532,1.26,51.63
783,Ingrid Neel,F,USA,214562.0,U,565,894,74,0,37,0,0,1,0,1,0,15,6,11,3,14,4,26,13,5,1,1,-1,6210.984699237566,173.18,16/06/1998,6.156156156156156,0.6641366223908919,3.06,51.35
784,Jacqueline Cako,F,USA,202614.0,R,172,749,159,0,37,0,0,3,1,2,0,37,18,54,23,36,10,25,7,5,1,-1,-1,13836.940898349847,173.18,30/08/1991,19.982411994671356,0.9517401017414474,4.96,53.27
785,Olga Saez Larra,F,ESP,206216.0,U,231,429,298,0,56,0,0,7,0,6,0,62,39,69,41,69,41,48,18,17,9,33,20,25130.81566418896,172.25,17/09/1994,1.6917517175648304,0.1002723305340641,2.55,52.05
786,Mari Osaka,F,JPN,211390.0,U,280,798,163,0,52,0,0,5,0,3,0,9,4,47,27,41,21,53,28,12,6,1,-1,14152.949325715552,165.6,05/04/1996,4.1386868372137995,0.27016378679574493,2.29,47.75
787,Tessah Andrianjafitrimo,F,FRA,214219.0,R,203,359,292,0,56,0,0,9,0,2,0,41,27,59,35,47,22,76,43,27,12,42,25,24348.284285953858,173.36,10/10/1998,3.6596533716794064,0.30243102450318354,0.42,48.4
788,Andrea Gamiz,F,VEN,203521.0,R,245,540,297,0,55,0,0,4,0,4,0,53,28,75,47,49,23,56,28,21,12,43,28,25024.632652724715,173.77,31/10/1992,5.682677111248539,0.2906091073144437,0.46,47.2
789,Manon Arcangioli,F,FRA,202706.0,U,287,649,257,0,52,0,0,4,0,6,0,52,31,59,33,44,19,58,28,23,13,21,12,21255.65723075055,173.36,28/08/1994,0.7944228274967576,0.11076713340339119,2.92,46.15
790,Xinyu Gao,F,CHN,214386.0,U,183,778,142,0,52,0,0,4,0,3,0,44,19,49,31,14,8,35,17,-1,-1,-1,-1,12344.29831180144,174.8,25/11/1997,8.539310983270514,0.9108092736944231,1.96,48.26
791,Meiling Wang,F,CHN,216062.0,U,425,1094,101,0,51,0,0,2,0,0,0,4,3,20,12,30,13,37,18,10,6,-1,-1,8027.573260245626,174.8,24/02/2000,6.767443339623042,0.42772277227722766,3.73,48.42
792,Jia Jing Lu,F,CHN,203288.0,R,163,375,263,0,53,0,0,3,0,1,0,52,26,57,32,64,37,67,41,4,1,19,4,24030.049301328832,174.8,22/11/1989,15.248204040534558,1.5550705741805815,3.29,59.49
793,Xiaodi You,F,CHN,214646.0,U,180,538,222,0,50,0,0,6,0,4,0,34,15,34,14,38,21,81,48,20,11,15,2,19886.020995364135,174.8,13/05/1996,13.566383284693146,1.2601811060275234,2.17,49.78
794,Jia Qi Kang,F,CHN,214608.0,R,342,708,167,0,51,0,0,2,0,3,0,30,18,57,31,24,5,46,24,10,8,-1,-1,14816.516696650382,174.8,19/07/1997,6.093530558486295,0.52185444558593,3.35,56.37
795,Beatrice Gumulya,F,INA,205344.0,R,568,954,87,0,39,0,0,0,0,0,0,27,14,14,5,19,8,20,6,4,1,3,-1,7123.55684258074,173.77,05/01/1991,15.723168860534606,1.4501709718617393,3.37,47.97
796,Erika Sema,F,JPN,202454.0,U,239,570,245,0,47,0,0,5,0,0,0,42,16,64,36,42,17,50,24,10,6,37,18,20332.07244629016,165.6,29/11/1988,3.298004284586763,0.19288203086112493,0.91,60.0
797,Xinyu Jiang,F,CHN,215045.0,U,567,999,61,0,36,0,0,0,0,4,0,12,4,17,7,13,2,19,9,-1,-1,-1,-1,4783.689070905487,174.8,04/03/1999,4.251775225738581,0.44440055303179926,0.9,46.0
798,Yuxuan Zhang,F,CHN,202508.0,R,167,646,162,0,47,0,0,4,0,4,0,31,13,34,16,45,26,42,16,10,6,-1,-1,14632.399428964505,174.8,18/08/1994,17.171544946481006,2.0171584013391923,3.73,52.24
799,Ipek Soylu,F,TUR,203567.0,R,151,597,210,0,53,0,0,4,0,6,0,67,36,55,27,31,10,55,39,-1,-1,1,-1,17953.156077357347,172.0,17/04/1996,13.653817082388509,1.7199198565854685,2.47,50.63
800,Varatchaya Wongteanchai,F,THA,201679.0,R,252,338,85,0,48,0,0,2,0,0,0,41,19,43,22,1,-1,-1,-1,-1,-1,-1,-1,7584.224747922996,173.77,07/09/1989,24.34619219265281,1.814092220429319,1.87,47.76
801,Ksenia Lykina,F,RUS,201671.0,R,172,322,110,0,53,0,0,0,0,3,0,46,27,42,19,22,13,-1,-1,-1,-1,-1,-1,9799.949362274954,176.2,19/06/1990,6.322314049586778,0.6419753086419754,2.96,48.68
802,Nicha Lertpitaksinchai,F,THA,201631.0,R,280,607,70,0,41,0,0,0,0,1,0,40,21,24,7,6,1,-1,-1,-1,-1,-1,-1,5860.4616028163955,173.77,14/08/1991,14.91222030981067,0.957727116508191,1.76,50.56
803,Viktoria Kamenskaya,F,RUS,205606.0,R,182,742,122,0,56,0,0,4,0,2,0,56,37,51,26,12,4,3,2,-1,-1,-1,-1,10005.967225053784,176.2,01/12/1991,8.391044590990843,0.5360485563560043,0.78,58.12
804,Sabrina Santamaria,F,USA,210382.0,R,387,593,84,0,50,0,0,1,0,3,0,26,15,44,23,12,4,2,-1,-1,-1,-1,-1,6879.985610067355,173.18,27/02/1993,8.183352080989877,0.6585612968591691,0.12,49.57
805,Emina Bektas,F,USA,211765.0,U,234,1089,184,0,51,0,0,3,0,2,0,27,16,46,24,25,9,44,24,13,6,29,15,16383.115409329574,173.18,02/04/1993,5.045150501672241,0.24972129319955405,6.87,75.24
806,Nudnida Luangnam,F,THA,201682.0,R,332,824,170,0,54,0,0,4,0,1,0,24,12,39,22,44,30,56,25,7,3,-1,-1,14722.023096215182,173.77,01/03/1987,2.3602712112882536,0.27623628067579237,1.26,45.59
807,Haruka Kaji,F,JPN,211844.0,R,283,795,190,0,52,0,0,7,0,0,0,14,7,55,37,46,21,52,24,7,4,16,7,16578.46082535166,165.6,24/09/1994,1.7669172932330828,0.20694941236586611,1.46,55.71
808,Katherine Sebov,F,CAN,214684.0,U,192,918,199,0,52,0,0,5,0,3,0,23,13,46,26,55,32,45,23,11,3,19,8,17329.594984465686,172.75,10/01/1999,8.307555620764,0.5714632437709956,2.31,58.56
809,Alize Lim,F,FRA,202430.0,R,148,623,159,0,46,0,0,2,0,4,1,54,26,48,23,19,5,27,14,11,6,-1,-1,13476.121056145621,173.36,13/07/1990,9.335882304047876,0.668263333138618,0.68,50.23
810,Peangtarn Plipuech,F,THA,204223.0,U,184,377,229,0,53,0,0,4,0,0,0,46,25,50,30,46,21,68,38,10,5,9,3,20144.315955909693,173.77,15/11/1992,15.154741514548329,0.5151579203000552,3.09,56.16
811,Junri Namigata,F,JPN,201612.0,R,195,458,219,0,49,0,0,9,1,3,0,39,23,61,36,57,24,46,21,9,3,7,1,18663.824383344057,165.6,05/07/1982,10.549434187016079,1.1876496483733818,1.1,54.49
812,Anna Morgina,F,RUS,205873.0,R,323,647,263,0,56,0,0,3,0,12,0,60,38,47,26,50,30,72,37,20,10,14,8,21886.413745641017,176.2,21/08/1991,1.2215203137630612,0.23088551926336523,0.72,52.17
813,Ling Zhang,F,HKG,201667.0,R,275,1143,169,0,49,0,0,2,0,3,0,37,13,62,41,41,17,21,10,7,2,-1,-1,14265.99905247348,173.77,28/10/1989,7.534083273728245,0.5789175053220308,1.95,53.07
814,Catalina Pella,F,ARG,206146.0,R,173,827,178,0,61,0,0,2,0,4,0,41,26,59,30,57,39,21,14,-1,-1,-1,-1,15545.886520636539,170.0,04/02/1993,7.9959459017644035,0.9957736315843728,3.91,53.77
815,Madison Bourguignon,F,USA,211638.0,U,1037,1386,70,0,32,0,0,2,0,0,0,15,7,16,6,12,2,14,5,3,1,10,2,5882.878797616759,173.18,23/09/1997,-1.0,-1.0,-1.0,-1.0
816,Guillermina Naya,F,ARG,214106.0,U,542,1240,115,0,53,0,0,2,0,0,0,19,9,48,23,7,1,24,21,14,8,3,-1,9835.017437487051,170.0,02/10/1996,-1.0,-1.0,-1.0,-1.0
817,Naomi Totka,F,HUN,211464.0,L,378,851,92,0,50,0,0,1,0,6,0,48,21,44,25,-1,-1,-1,-1,-1,-1,-1,-1,6870.091159515196,175.5,23/10/1995,-1.0,-1.0,-1.0,-1.0
818,Daniela Macarena Lopez,F,CHI,211908.0,U,0,0,48,0,27,0,0,0,0,3,0,11,1,23,9,9,2,-1,-1,-1,-1,5,1,3870.858688435095,173.77,10/04/1997,-1.0,-1.0,-1.0,-1.0
819,Paula Baranano,F,ARG,214554.0,U,810,1236,53,0,33,0,0,1,0,1,0,-1,-1,21,9,24,8,8,1,-1,-1,-1,-1,3950.9167090563587,170.0,16/09/1999,-1.0,-1.0,-1.0,-1.0
820,Martina Capurro Taborda,F,ARG,211920.0,L,605,1025,74,0,52,0,0,5,0,0,0,25,11,21,11,4,1,24,16,-1,-1,-1,-1,5492.089665929776,170.0,07/12/1997,2.3965954905181426,0.21262521262521264,0.35,96.0
821,Carla Lucero,F,ARG,205842.0,R,715,1016,108,0,55,0,0,1,0,0,0,36,18,36,19,27,16,9,7,-1,-1,-1,-1,9105.524189224816,170.0,30/10/1990,-1.0,-1.0,-1.0,-1.0
822,Kariann Pierre Louis,F,USA,216398.0,R,866,1100,54,0,50,0,0,0,0,3,0,4,2,17,8,14,5,-1,-1,-1,4,15,8,4059.161032014198,173.18,19/01/1999,-1.0,-1.0,-1.0,-1.0
823,Victoria Ariadna Beccio,F,ARG,215159.0,U,1179,1259,47,0,23,0,0,2,0,0,0,12,2,17,4,5,2,9,2,-1,-1,4,1,3212.849471692567,170.0,19/11/1997,-1.0,-1.0,-1.0,-1.0
824,Julieta Lara Estable,F,ARG,211921.0,R,432,1021,150,0,56,0,0,2,0,2,0,52,32,29,16,19,10,37,22,-1,-1,13,4,12758.275227361019,170.0,20/07/1997,-1.0,-1.0,-1.0,-1.0
825,Shelby Talcott,F,USA,211103.0,U,574,1127,126,0,40,0,0,4,0,3,0,36,13,38,17,41,16,11,5,-1,-1,-1,-1,10341.902149061938,173.18,18/01/1993,-1.0,-1.0,-1.0,-1.0
826,Jazmin Ortenzi,F,ARG,220446.0,U,639,1091,100,0,57,0,0,2,0,1,0,-1,-1,9,5,19,11,36,24,11,5,25,13,7853.637728971838,170.0,23/11/2001,-1.0,-1.0,-1.0,-1.0
827,Lara Escauriza,F,PAR,216150.0,R,785,1156,110,0,44,0,0,0,0,3,0,11,4,27,10,9,3,40,22,11,4,12,6,8698.728366389621,173.77,18/10/1998,1.4069264069264071,0.25652565256525656,1.98,36.36
828,Stephanie Mariel Petit,F,ARG,206343.0,R,526,1125,76,0,63,0,0,3,0,1,0,17,7,52,37,7,4,-1,-1,-1,-1,-1,-1,6244.72896160585,170.0,31/08/1996,0.966702470461869,0.020885547201336674,4.76,50.0
829,Victoria Bosio,F,ARG,206345.0,R,317,709,209,0,57,0,0,2,1,3,0,59,38,30,15,47,30,30,18,8,5,35,14,17867.461408107294,170.0,07/10/1994,1.3762700930057523,0.11567379988432619,6.04,58.97
